date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:28	5073/5073	---M-Z	200	added ('OK')	text/html	etag:%225921317-13d1-6178ac8bf6f04-gzip%22	https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/www.sln-chew.com/wab2c675.html	(from )
15:58:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jul%202024%2007:58:30%20GMT	https://www.sln-chew.com/robots.txt		(from )
15:58:29	726/726	---MCZ	200	added ('OK')	application/javascript	etag:W/%22666048e2-47a%22	https://cdn.counter.dev/script.js	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/cdn.counter.dev/script.js	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jul%202024%2007:58:30%20GMT	https://www.sln-chew.com/wb_favicon/apple-touch-icon.png	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/www.sln-chew.com/wb_favicon/apple-touch-icon.png	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jul%202024%2007:58:31%20GMT	https://www.sln-chew.com/wb_favicon/favicon-32x32.png	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/www.sln-chew.com/wb_favicon/favicon-32x32.png	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jul%202024%2007:58:31%20GMT	https://www.sln-chew.com/wb_favicon/favicon-16x16.png	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/www.sln-chew.com/wb_favicon/favicon-16x16.png	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jul%202024%2007:58:31%20GMT	https://www.sln-chew.com/wb_favicon/site.webmanifest	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/www.sln-chew.com/wb_favicon/site.webmanifest	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Jul%202024%2007:58:31%20GMT	https://www.sln-chew.com/wb_favicon/safari-pinned-tab.svg	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/www.sln-chew.com/wb_favicon/safari-pinned-tab.svg	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:31	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
15:58:31	226870/226870	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2009%20Jul%202024%2007:58:32%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/User/OneDrive/Pictures/GL168/BONUS/GL168/connect.facebook.net/en_US/fbevents.js	(from https://www.sln-chew.com/wab2?utm_medium=paid&utm_source=fb&utm_id=120209990330440092&utm_content=120209990330430092&utm_term=120209990330420092&utm_campaign=120209990330440092&fbclid=IwZXh0bgNhZW0CMTAAAR3mSHy8hIRsF-fK8-kz1sR_3Vv2tTDoEBXu0lEIeUsEp54F0ENI09KQLPo_aem_Ad70iJWC2BkPHlBzEbYUPVjqk0R7ywBM_DE93ZEm8XIvRo_t38j2yReb0P96RC37mBzkInnlLR3WwNmsD5zSRLvt)
